jurisdiction,title,match_text,date,file_link
Santa Ana,"2024-074 - Declaring the Results of The General Municipal Election Held on Tuesday, November 5, 2024","2024-074 - Declaring the Results of The General Municipal Election Held on Tuesday, November 5, 2024",2024-12-12,https://publicdocs.santa-ana.org/WebLink/1/doc/224726/Page1.aspx
Santa Ana,2024-075 - Prohousing Incentive Program Funds,2024-075 - Prohousing Incentive Program Funds,2024-12-19,https://publicdocs.santa-ana.org/WebLink/1/doc/224884/Page1.aspx
Santa Ana,2024-076 - Security Initiative Sub-Recipient Funding and Appropriation Adjustment,2024-076 - Security Initiative Sub-Recipient Funding and Appropriation Adjustment,2024-12-19,https://publicdocs.santa-ana.org/WebLink/1/doc/224883/Page1.aspx
Santa Ana,2024-077 - Measure M2 Expenditue Report,2024-077 - Measure M2 Expenditue Report,2024-12-19,https://publicdocs.santa-ana.org/WebLink/1/doc/224882/Page1.aspx
Santa Ana,2024-078 - Tircp-Funded Projects,2024-078 - Tircp-Funded Projects,2024-12-19,https://publicdocs.santa-ana.org/WebLink/1/doc/224881/Page1.aspx
Santa Ana,2024-079 - Edgar Vargas Arzate,2024-079 - Edgar Vargas Arzate,2024-12-19,https://publicdocs.santa-ana.org/WebLink/1/doc/224880/Page1.aspx
Santa Ana,2025-001 - Rescinding Resolution No. 94-031 & Vacating Portions of Public Street & Alley,2025-001 - Rescinding Resolution No. 94-031 & Vacating Portions of Public Street & Alley,2025-01-27,https://publicdocs.santa-ana.org/WebLink/1/doc/225368/Page1.aspx
Santa Ana,2025-002 - Identifying Stakeholders in the Preservation of the Japanese Tea House & Garden,2025-002 - Identifying Stakeholders in the Preservation of the Japanese Tea House & Garden,2025-02-12,https://publicdocs.santa-ana.org/WebLink/1/doc/226419/Page1.aspx
Santa Ana,2025-003 - Conflict-of-Interest Policy Covering Design-Build & Construction Manager at Risk Project,2025-003 - Conflict-of-Interest Policy Covering Design-Build & Construction Manager at Risk Project,2025-01-27,https://publicdocs.santa-ana.org/WebLink/1/doc/225369/Page1.aspx
Santa Ana,2025-004 - Amending the Council Rules & Procedures,2025-004 - Amending the Council Rules & Procedures,2025-01-30,https://publicdocs.santa-ana.org/WebLink/1/doc/225444/Page1.aspx
Santa Ana,2025-005 - Disband Subcommittees,2025-005 - Disband Subcommittees,2025-02-10,https://publicdocs.santa-ana.org/WebLink/1/doc/226178/Page1.aspx
Santa Ana,2025-006 - Repealing Resolution No. 2019-107 regarding 2019 Environmental Approvals,2025-006 - Repealing Resolution No. 2019-107 regarding 2019 Environmental Approvals,2025-02-10,https://publicdocs.santa-ana.org/WebLink/1/doc/226179/Page1.aspx
Santa Ana,2025-007 - Changes to the City's Classification & Compensation Plan,2025-007 - Changes to the City's Classification & Compensation Plan,2025-03-13,https://publicdocs.santa-ana.org/WebLink/1/doc/333297/Page1.aspx
Santa Ana,2025-008 - Amend the Current Fiscal Year 2024-25 Annual Budget,2025-008 - Amend the Current Fiscal Year 2024-25 Annual Budget,2025-03-13,https://publicdocs.santa-ana.org/WebLink/1/doc/333298/Page1.aspx
Santa Ana,2025-009 - Changes to the City's Classification & Compensation Plan,2025-009 - Changes to the City's Classification & Compensation Plan,2025-04-04,https://publicdocs.santa-ana.org/WebLink/1/doc/466701/Page1.aspx
Santa Ana,2025-010 - Add Full-Time Public Works Positions,2025-010 - Add Full-Time Public Works Positions,2025-04-14,https://publicdocs.santa-ana.org/WebLink/1/doc/485694/Page1.aspx
Santa Ana,2025-011 - Renew the Santa Ana Tourism Marketing District,2025-011 - Renew the Santa Ana Tourism Marketing District,2025-04-23,https://publicdocs.santa-ana.org/WebLink/1/doc/485821/Page1.aspx
Santa Ana,2025-012 - Density Bonus Agreement for Multi-Family Development,2025-012 - Density Bonus Agreement for Multi-Family Development,2025-04-24,https://publicdocs.santa-ana.org/WebLink/1/doc/485843/Page1.aspx
Santa Ana,2025-013 - Density Bonus Agreement for Townhome Developent,2025-013 - Density Bonus Agreement for Townhome Developent,2025-05-13,https://publicdocs.santa-ana.org/WebLink/1/doc/502646/Page1.aspx
Santa Ana,2025-014 - Exempt Facility Bonds for Estrella Springs,2025-014 - Exempt Facility Bonds for Estrella Springs,2025-05-13,https://publicdocs.santa-ana.org/WebLink/1/doc/502649/Page1.aspx
Santa Ana,2025-015 - Donation of Surplus Equipment to Sahuayo,2025-015 - Donation of Surplus Equipment to Sahuayo,2025-06-02,https://publicdocs.santa-ana.org/WebLink/1/doc/544618/Page1.aspx
Santa Ana,2025-016 - Support of Senate Bill 28 & 38,2025-016 - Support of Senate Bill 28 & 38,2025-06-02,https://publicdocs.santa-ana.org/WebLink/1/doc/544619/Page1.aspx
Santa Ana,2025-017 - Support of Senate Bill 569,2025-017 - Support of Senate Bill 569,2025-06-02,https://publicdocs.santa-ana.org/WebLink/1/doc/544620/Page1.aspx
Santa Ana,2025-018 - Support of Senate Bill 757,2025-018 - Support of Senate Bill 757,2025-06-02,https://publicdocs.santa-ana.org/WebLink/1/doc/544621/Page1.aspx
Santa Ana,2025-019 - Statement of Investment Policy,2025-019 - Statement of Investment Policy,2025-06-12,https://publicdocs.santa-ana.org/WebLink/1/doc/544884/Page1.aspx
Santa Ana,2025-020 - Density Bonus Agreement No. 2025-02 for Townhome Developement,2025-020 - Density Bonus Agreement No. 2025-02 for Townhome Developement,2025-06-12,https://publicdocs.santa-ana.org/WebLink/1/doc/544888/Page1.aspx
Santa Ana,"2025-021 - Status & Update of the Mobility Element, & Mitigation Fee Program for Measure M (M2) Program","2025-021 - Status & Update of the Mobility Element, & Mitigation Fee Program for Measure M (M2) Program",2025-06-12,https://publicdocs.santa-ana.org/WebLink/1/doc/544889/Page1.aspx
Santa Ana,2025-022 - Fiscal Year 2025-26 Projects to be Funded by SB 1,2025-022 - Fiscal Year 2025-26 Projects to be Funded by SB 1,2025-06-12,https://publicdocs.santa-ana.org/WebLink/1/doc/544890/Page1.aspx
Santa Ana,2025-023 - Addendum to Transit Zoning Code Environmental Impact Report,2025-023 - Addendum to Transit Zoning Code Environmental Impact Report,2025-06-12,https://publicdocs.santa-ana.org/WebLink/1/doc/544891/Page1.aspx
Santa Ana,2025-024 - Changes to the City's Classification & Compensation Plan,2025-024 - Changes to the City's Classification & Compensation Plan,2025-06-12,https://publicdocs.santa-ana.org/WebLink/1/doc/544893/Page1.aspx
Santa Ana,2025-025 - Changes to the City's Classification & Compensation Plan (EM),2025-025 - Changes to the City's Classification & Compensation Plan (EM),2025-06-12,https://publicdocs.santa-ana.org/WebLink/1/doc/544896/Page1.aspx
Santa Ana,2025-026 - Misc. Fees for Fiscal Year 2025-26,2025-026 - Misc. Fees for Fiscal Year 2025-26,2025-06-12,https://publicdocs.santa-ana.org/WebLink/1/doc/544895/Page1.aspx
Santa Ana,2025-027 - Obtain 2024 Emergency Management Performance Grant Funds Through the County of Orange,2025-027 - Obtain 2024 Emergency Management Performance Grant Funds Through the County of Orange,2025-06-26,https://publicdocs.santa-ana.org/WebLink/1/doc/545161/Page1.aspx
Santa Ana,2025-028 - Appropriation Limit for Fiscal Year 2025-2026,2025-028 - Appropriation Limit for Fiscal Year 2025-2026,2025-06-26,https://publicdocs.santa-ana.org/WebLink/1/doc/545162/Page1.aspx
Santa Ana,2025-029 - Appointing Police Oversight Director & Approving Professional Services Agreement with Oppenheimer Investigations Group LLP.,2025-029 - Appointing Police Oversight Director & Approving Professional Services Agreement with Oppenheimer Investigations Group LLP.,2025-07-07,https://publicdocs.santa-ana.org/WebLink/1/doc/545585/Page1.aspx
Santa Ana,2025-030 - Supporting the Middle Eastern & North African Inculsion Act (AB 91),2025-030 - Supporting the Middle Eastern & North African Inculsion Act (AB 91),2025-07-07,https://publicdocs.santa-ana.org/WebLink/1/doc/545586/Page1.aspx
Santa Ana,"2025-031 - Advocate on Behalf of Immigrants, Remove Ice, Military & Other Federal Enforcement Personnel, & Call for Support to those Impacted by Raids","2025-031 - Advocate on Behalf of Immigrants, Remove Ice, Military & Other Federal Enforcement Personnel, & Call for Support to those Impacted by Raids",2025-07-07,https://publicdocs.santa-ana.org/WebLink/1/doc/545588/Page1.aspx
Santa Ana,2025-032 - Declaring Results of Majority Protest Proceedings & Renewing the Santa Ana Tourism Marketing District,2025-032 - Declaring Results of Majority Protest Proceedings & Renewing the Santa Ana Tourism Marketing District,2025-07-07,https://publicdocs.santa-ana.org/WebLink/1/doc/545587/Page1.aspx
Santa Ana,2025-033 - Support Of Overruling The Orange County Airport Land Use Commission’s Determination Of Inconsistency,2025-033 - Support Of Overruling The Orange County Airport Land Use Commission’s Determination Of Inconsistency,2025-07-23,https://publicdocs.santa-ana.org/WebLink/1/doc/545885/Page1.aspx
Santa Ana,"2025-034 - Allow A Fifteen-Unit Multi-Family Residential Development, Affordable To Very Low-Income Households","2025-034 - Allow A Fifteen-Unit Multi-Family Residential Development, Affordable To Very Low-Income Households",2025-07-23,https://publicdocs.santa-ana.org/WebLink/1/doc/545886/Page1.aspx
Santa Ana,2025-035 - Supporting Assembly Bill 1303 - Lifeline Program: Customer Data Privacy,2025-035 - Supporting Assembly Bill 1303 - Lifeline Program: Customer Data Privacy,2025-08-04,https://publicdocs.santa-ana.org/WebLink/1/doc/545986/Page1.aspx
Santa Ana,"2025-036 - Supporting SB627 (Wiener, Perez, Arreguín), 805 (Perez, Wiener) and H.R. 4176 (Correa)","2025-036 - Supporting SB627 (Wiener, Perez, Arreguín), 805 (Perez, Wiener) and H.R. 4176 (Correa)",2025-07-23,https://publicdocs.santa-ana.org/WebLink/1/doc/545887/Page1.aspx
Santa Ana,2025-037 - Designating JP Morgan Chase Bank as the Depository,2025-037 - Designating JP Morgan Chase Bank as the Depository,2025-08-18,https://publicdocs.santa-ana.org/WebLink/1/doc/546177/Page1.aspx
Santa Ana,2025-038 - Authorizing Purchase of Retired K-9,2025-038 - Authorizing Purchase of Retired K-9,2025-08-27,https://publicdocs.santa-ana.org/WebLink/1/doc/546327/Page1.aspx
Santa Ana,2025-039 - Establishing Group Home Special Use & Operator's Permit,2025-039 - Establishing Group Home Special Use & Operator's Permit,2025-08-27,https://publicdocs.santa-ana.org/WebLink/1/doc/546328/Page1.aspx
Santa Ana,2025-040 - Stormwater Reimbursement Funds to Construct the Santa Ana Zoo Stormwater Capture and Diverson Project,2025-040 - Stormwater Reimbursement Funds to Construct the Santa Ana Zoo Stormwater Capture and Diverson Project,2025-09-25,https://publicdocs.santa-ana.org/WebLink/1/doc/546865/Page1.aspx
Santa Ana,2025-041 - Certifing Final Supplemental Enviromental Impact for The Village,2025-041 - Certifing Final Supplemental Enviromental Impact for The Village,2025-09-25,https://publicdocs.santa-ana.org/WebLink/1/doc/546866/Page1.aspx
Santa Ana,2025-042 - The Village Santa Ana Specifc Plan at Sunflower Avenue,2025-042 - The Village Santa Ana Specifc Plan at Sunflower Avenue,2025-09-25,https://publicdocs.santa-ana.org/WebLink/1/doc/546867/Page1.aspx
Santa Ana,2025-043 - Overruling the Orange County Airport Land Use Commission's,2025-043 - Overruling the Orange County Airport Land Use Commission's,2025-09-25,https://publicdocs.santa-ana.org/WebLink/1/doc/546868/Page1.aspx
Santa Ana,2025-044 - Changes to the City's Classification and Compensation Plan,2025-044 - Changes to the City's Classification and Compensation Plan,2025-10-20,https://publicdocs.santa-ana.org/WebLink/1/doc/547322/Page1.aspx
Santa Ana,2025-045 - Declaring Various Properties as Surplus Land & Exempt Surplus Land,2025-045 - Declaring Various Properties as Surplus Land & Exempt Surplus Land,2025-10-27,https://publicdocs.santa-ana.org/WebLink/1/doc/547468/Page1.aspx
Santa Ana,2025-046 - Support for Proposition 50,2025-046 - Support for Proposition 50,2025-10-28,https://publicdocs.santa-ana.org/WebLink/1/doc/547493/Page1.aspx
Santa Ana,2025-047 - Fund Projects in 2026/27-2031/32 Transportation Improvement Program,2025-047 - Fund Projects in 2026/27-2031/32 Transportation Improvement Program,2025-11-17,https://publicdocs.santa-ana.org/WebLink/1/doc/547780/Page1.aspx
Santa Ana,2025-048 - Improvement Projects Under the Comprehensive Transportation Program,2025-048 - Improvement Projects Under the Comprehensive Transportation Program,2025-11-17,https://publicdocs.santa-ana.org/WebLink/1/doc/547781/Page1.aspx
Santa Ana,2025-049 - Improvement Projects Under the Regional Traffic Signal Synchronization Program,2025-049 - Improvement Projects Under the Regional Traffic Signal Synchronization Program,2025-11-17,https://publicdocs.santa-ana.org/WebLink/1/doc/547782/Page1.aspx
Santa Ana,2025-050 - Enterprise Development Authority for 3130 South Fairview Street,2025-050 - Enterprise Development Authority for 3130 South Fairview Street,2025-11-17,https://publicdocs.santa-ana.org/WebLink/1/doc/547784/Page1.aspx
Santa Ana,2025-051 - Changes To The City's Classification And Compensation Plan,2025-051 - Changes To The City's Classification And Compensation Plan,2025-12-10,https://publicdocs.santa-ana.org/WebLink/1/doc/548309/Page1.aspx
Santa Ana,2025-052 -FY2024 Urban Area Security Initiative Funding Program,2025-052 -FY2024 Urban Area Security Initiative Funding Program,2025-12-10,https://publicdocs.santa-ana.org/WebLink/1/doc/548310/Page1.aspx
Santa Ana,2025-053 - Receipt Grant Funds My First Home,2025-053 - Receipt Grant Funds My First Home,2025-12-10,https://publicdocs.santa-ana.org/WebLink/1/doc/548311/Page1.aspx
Santa Ana,2025-054 - Declaring Property Civic Center & Sycamore Exempt Surplus Land,2025-054 - Declaring Property Civic Center & Sycamore Exempt Surplus Land,2025-12-10,https://publicdocs.santa-ana.org/WebLink/1/doc/548312/Page1.aspx
Santa Ana,2025-055 - Changes Classification & Compensation Plan,2025-055 - Changes Classification & Compensation Plan,2025-12-10,https://publicdocs.santa-ana.org/WebLink/1/doc/548322/Page1.aspx
Santa Ana,2025-056 - Measure M2 Expenditure Report,2025-056 - Measure M2 Expenditure Report,2025-12-10,https://publicdocs.santa-ana.org/WebLink/1/doc/548313/Page1.aspx
Santa Ana,2025-057 - Vacating Street & Public Right-Of-Way Adjacent to 1030 E. Fourth Street,2025-057 - Vacating Street & Public Right-Of-Way Adjacent to 1030 E. Fourth Street,2025-12-10,https://publicdocs.santa-ana.org/WebLink/1/doc/548314/Page1.aspx
Santa Ana,2025-058 - Required Modifications For Various California Codes,2025-058 - Required Modifications For Various California Codes,2025-12-10,https://publicdocs.santa-ana.org/WebLink/1/doc/548321/Page1.aspx
Santa Ana,2025-059 - Ceremonial Street Name Felipa & Juan Sarinana Way,2025-059 - Ceremonial Street Name Felipa & Juan Sarinana Way,2025-12-10,https://publicdocs.santa-ana.org/WebLink/1/doc/548320/Page1.aspx
Santa Ana,2026-001 - Police Oversight Commission Bylaws,2026-001 - Police Oversight Commission Bylaws,2026-02-06,https://publicdocs.santa-ana.org/WebLink/1/doc/549394/Page1.aspx
Santa Ana,2026-002 - Fiscal Year 2025-2026 Budget,2026-002 - Fiscal Year 2025-2026 Budget,2026-03-06,https://publicdocs.santa-ana.org/WebLink/1/doc/549788/Page1.aspx
Santa Ana,2026-003 - Amendment to Current FY25-26 to Full-Time Positions,2026-003 - Amendment to Current FY25-26 to Full-Time Positions,2026-03-06,https://publicdocs.santa-ana.org/WebLink/1/doc/549789/Page1.aspx
Santa Ana,2026-004 - Amendment to General Plan Land for Property at 1801 E Chestnut Avenue,2026-004 - Amendment to General Plan Land for Property at 1801 E Chestnut Avenue,2026-03-06,https://publicdocs.santa-ana.org/WebLink/1/doc/549790/Page1.aspx
Santa Ana,2026-005 - Changes to City's Classification and Comp Plan,2026-005 - Changes to City's Classification and Comp Plan,2026-03-24,https://publicdocs.santa-ana.org/WebLink/1/doc/550167/Page1.aspx
Santa Ana,2026-006 - Judgement in Case Challenging Rent Stablization & Just Cause Eviction Ordinance,2026-006 - Judgement in Case Challenging Rent Stablization & Just Cause Eviction Ordinance,2026-03-24,https://publicdocs.santa-ana.org/WebLink/1/doc/550168/Page1.aspx
Santa Ana,2026-007 - Authorizing Application for Prohousing Incentive Program Funds,2026-007 - Authorizing Application for Prohousing Incentive Program Funds,2026-03-24,https://publicdocs.santa-ana.org/WebLink/1/doc/550169/Page1.aspx
